"","Session","ID","Condition","sentence","noun_transparency","noun","Item","RT","Accuracy"
"927","B","29","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",3,2130,1
"928","B","29","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",4,2478,1
"929","B","29","C1","Cree que la cena mala decepciona al padre.","transp","cena",5,2005,1
"930","B","29","C1","Aclara que la escuela pública trae problemas.","transp","escuela",6,2603,1
"931","B","29","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",7,3005,1
"932","B","29","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",8,2881,1
"933","B","29","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",9,2730,1
"934","B","29","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",10,2774,1
"935","B","29","C1","Indica que la revista cómica divierte a todos.","transp","revista",11,2625,1
"936","B","29","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",12,2942,1
"937","B","29","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",13,2778,0
"938","B","29","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",14,2674,1
"939","B","29","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",15,2883,1
"940","B","29","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",16,2422,1
"941","B","29","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",17,2663,1
"942","B","29","C1","Comenta que la silla rosada mejora la sala.","transp","silla",18,2237,1
"943","B","29","C1","Opina que la novela trágica divide al pueblo.","transp","novela",19,2603,1
"944","B","29","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",20,2715,1
"945","B","29","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",21,2790,1
"946","B","29","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",22,2688,1
"947","B","29","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",23,2466,1
"948","B","29","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",24,2694,1
"949","B","29","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",25,2707,1
"950","B","29","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",26,2677,1
"951","B","29","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",27,2755,1
"952","B","29","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",28,3153,1
"953","B","29","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",29,3005,1
"954","B","29","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",30,2799,1
"955","B","29","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",31,2186,1
"956","B","29","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",32,2496,1
"957","B","29","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",33,2693,1
"958","B","31","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,6760,1
"959","B","31","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",2,3320,1
"960","B","31","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",3,4022,1
"961","B","31","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",4,3391,1
"962","B","31","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",5,3190,1
"963","B","31","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",6,3553,1
"964","B","31","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",7,2766,1
"965","B","31","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",8,2858,1
"966","B","31","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",9,3031,1
"967","B","31","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",10,3570,1
"968","B","31","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",11,2796,1
"969","B","31","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",12,2781,1
"970","B","31","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",13,2515,1
"971","B","31","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",14,3022,1
"972","B","31","C3","Cree que la acción mala decepciona al padre.","opaq","acción",15,2962,1
"973","B","31","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",16,3541,1
"974","B","31","C1","Piensa que la charla larga produce insomnio.","transp","charla",17,2561,1
"975","B","31","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",18,3120,1
"976","B","31","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",19,3673,1
"977","B","31","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",20,3611,1
"978","B","31","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",21,3150,1
"979","B","31","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",22,3008,1
"980","B","31","C2","Anuncia que su palo roto crea más basura.","transp","palo",23,2993,1
"981","B","31","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",24,4201,1
"982","B","31","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",25,2622,1
"983","B","31","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",26,3862,1
"984","B","31","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",27,5637,1
"985","B","31","C1","Dice que la sala limpia recibe más turistas.","transp","sala",28,3137,1
"986","B","31","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",29,2996,1
"987","B","31","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",30,2295,1
"988","B","31","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",31,2600,1
"989","B","31","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",32,3091,1
"990","B","31","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",33,3890,1
"991","B","34","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4920,1
"992","B","34","C3","Sugiere que el pantalón rojo llama la atención.","opaq","pantalón",2,1549,1
"993","B","34","C1","Indica que el mercado pequeño contrata a estudiantes.","transp","mercado",3,1971,1
"994","B","34","C4","Indica que su reunión cómica divierte a todos.","opaq","reunión",4,2637,1
"995","B","34","C3","Declara que el camión antiguo contamina el ambiente.","opaq","camión",5,3343,0
"996","B","34","C1","Avisa de que el templo sagrado tiene poderes mágicos.","transp","templo",6,2852,1
"997","B","34","C3","Comenta que el sillón blanco demanda mucho cuidado.","opaq","sillón",7,2836,1
"998","B","34","C4","Cree que su acción mala decepciona al padre.","opaq","acción",8,2620,1
"999","B","34","C4","Aclara que su opinión pública trae problemas.","opaq","opinión",9,2770,1
"1000","B","34","C1","Descubre que el sombrero barato soporta la lluvia.","transp","sombrero",10,3049,1
"1001","B","34","C4","Aclara que su imagen secreta resuelve el misterio.","opaq","imagen",11,2937,1
"1002","B","34","C3","Cuenta que el lugar famoso representa su vida.","opaq","lugar",12,2377,1
"1003","B","34","C2","Dice que su sala limpia recibe más turistas.","transp","sala",13,2656,1
"1004","B","34","C4","Sostiene que su estación oscura necesita más luz.","opaq","estación",14,2987,1
"1005","B","34","C4","Cuenta que su canción bonita gana el concurso.","opaq","canción",15,2780,1
"1006","B","34","C3","Demuestra que el maletín caro resiste la lluvia.","opaq","maletín",16,2784,1
"1007","B","34","C1","Cree que el plato típico lleva demasiados ingredientes.","transp","plato",17,3000,1
"1008","B","34","C2","Avisa de que su máquina moderna repara el sistema.","transp","máquina",18,2584,1
"1009","B","34","C4","Opina que su situación trágica divide al pueblo.","opaq","situación",19,2730,1
"1010","B","34","C3","Dice que el proyector nuevo cuesta mucho dinero.","opaq","proyector",20,1799,1
"1011","B","34","C1","Menciona que el bolso morado lidera las ventas.","transp","bolso",21,2726,1
"1012","B","34","C2","Señala que su fiesta perfecta requiere preparación.","transp","fiesta",22,3199,1
"1013","B","34","C2","Menciona que su falda dorada causa sorpresa.","transp","falda",23,2582,1
"1014","B","34","C2","Declara que su lámpara rara confunde al rey.","transp","lámpara",24,2640,1
"1015","B","34","C2","Manifiesta que su piedra preciosa sorprende al hombre.","transp","piedra",25,2825,1
"1016","B","34","C4","Comenta que su pared rosada mejora la sala.","opaq","pared",26,2673,1
"1017","B","34","C1","Anuncia que el vaso sucio disgusta al invitado.","transp","vaso",27,2966,1
"1018","B","34","C1","Descubre que el teclado bueno vale menos dinero.","transp","teclado",28,3429,1
"1019","B","34","C3","Opina que el collar negro cautiva al cliente.","opaq","collar",29,2858,1
"1020","B","34","C3","Anuncia que el cristal roto crea más basura.","opaq","cristal",30,2633,1
"1021","B","34","C2","Piensa que su iglesia estricta molesta al joven.","transp","iglesia",31,2471,1
"1022","B","34","C2","Piensa que su charla larga produce insomnio.","transp","charla",32,2136,1
"1023","B","34","C1","Explica que el tamaño mediano resulta más práctico.","transp","tamaño",33,2602,0
"1024","B","37","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5785,1
"1025","B","37","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",2,2383,1
"1026","B","37","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",3,2969,1
"1027","B","37","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",4,3448,1
"1028","B","37","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",5,3834,1
"1029","B","37","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",6,3161,0
"1030","B","37","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",7,3282,1
"1031","B","37","C1","Opina que la novela trágica divide al pueblo.","transp","novela",8,3101,1
"1032","B","37","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",9,3788,1
"1033","B","37","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",10,1858,1
"1034","B","37","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",11,1852,1
"1035","B","37","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",12,1783,1
"1036","B","37","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",13,3762,1
"1037","B","37","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",14,3845,1
"1038","B","37","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",15,2313,1
"1039","B","37","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",16,1964,1
"1040","B","37","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",17,1253,1
"1041","B","37","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",18,2039,1
"1042","B","37","C1","Aclara que la escuela pública trae problemas.","transp","escuela",19,1647,1
"1043","B","37","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",20,4948,1
"1044","B","37","C1","Cree que la cena mala decepciona al padre.","transp","cena",21,1440,1
"1045","B","37","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",22,2615,1
"1046","B","37","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",23,1826,1
"1047","B","37","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",24,4001,1
"1048","B","37","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",25,1518,1
"1049","B","37","C1","Comenta que la silla rosada mejora la sala.","transp","silla",26,2378,1
"1050","B","37","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",27,2972,1
"1051","B","37","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",28,1630,1
"1052","B","37","C1","Indica que la revista cómica divierte a todos.","transp","revista",29,2064,1
"1053","B","37","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",30,1735,1
"1054","B","37","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",31,1567,1
"1055","B","37","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",32,1847,1
"1056","B","37","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",33,1836,1
"1057","B","38","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4912,1
"1058","B","38","C4","Aclara que su imagen secreta resuelve el misterio.","opaq","imagen",2,1883,1
"1059","B","38","C4","Cree que su acción mala decepciona al padre.","opaq","acción",3,1240,1
"1060","B","38","C3","Anuncia que el cristal roto crea más basura.","opaq","cristal",4,1363,1
"1061","B","38","C3","Demuestra que el maletín caro resiste la lluvia.","opaq","maletín",5,1822,1
"1062","B","38","C2","Piensa que su iglesia estricta molesta al joven.","transp","iglesia",6,1749,1
"1063","B","38","C1","Descubre que el teclado bueno vale menos dinero.","transp","teclado",7,1436,1
"1064","B","38","C2","Manifiesta que su piedra preciosa sorprende al hombre.","transp","piedra",8,1718,1
"1065","B","38","C2","Menciona que su falda dorada causa sorpresa.","transp","falda",9,1544,1
"1066","B","38","C3","Opina que el collar negro cautiva al cliente.","opaq","collar",10,1291,1
"1067","B","38","C1","Explica que el tamaño mediano resulta más práctico.","transp","tamaño",11,1507,1
"1068","B","38","C3","Declara que el camión antiguo contamina el ambiente.","opaq","camión",12,1478,1
"1069","B","38","C1","Menciona que el bolso morado lidera las ventas.","transp","bolso",13,1327,1
"1070","B","38","C1","Avisa de que el templo sagrado tiene poderes mágicos.","transp","templo",14,1465,1
"1071","B","38","C4","Aclara que su opinión pública trae problemas.","opaq","opinión",15,1494,1
"1072","B","38","C3","Cuenta que el lugar famoso representa su vida.","opaq","lugar",16,1346,0
"1073","B","38","C2","Piensa que su charla larga produce insomnio.","transp","charla",17,1416,1
"1074","B","38","C4","Cuenta que su canción bonita gana el concurso.","opaq","canción",18,1611,1
"1075","B","38","C2","Dice que su sala limpia recibe más turistas.","transp","sala",19,1354,1
"1076","B","38","C1","Anuncia que el vaso sucio disgusta al invitado.","transp","vaso",20,1374,1
"1077","B","38","C4","Comenta que su pared rosada mejora la sala.","opaq","pared",21,1496,1
"1078","B","38","C2","Señala que su fiesta perfecta requiere preparación.","transp","fiesta",22,1516,1
"1079","B","38","C1","Cree que el plato típico lleva demasiados ingredientes.","transp","plato",23,1318,1
"1080","B","38","C1","Indica que el mercado pequeño contrata a estudiantes.","transp","mercado",24,1466,1
"1081","B","38","C2","Avisa de que su máquina moderna repara el sistema.","transp","máquina",25,1759,1
"1082","B","38","C1","Descubre que el sombrero barato soporta la lluvia.","transp","sombrero",26,1431,1
"1083","B","38","C3","Sugiere que el pantalón rojo llama la atención.","opaq","pantalón",27,1348,1
"1084","B","38","C4","Indica que su reunión cómica divierte a todos.","opaq","reunión",28,1589,1
"1085","B","38","C3","Dice que el proyector nuevo cuesta mucho dinero.","opaq","proyector",29,1882,1
"1086","B","38","C4","Sostiene que su estación oscura necesita más luz.","opaq","estación",30,1683,1
"1087","B","38","C2","Declara que su lámpara rara confunde al rey.","transp","lámpara",31,1535,1
"1088","B","38","C4","Opina que su situación trágica divide al pueblo.","opaq","situación",32,1703,1
"1089","B","38","C3","Comenta que el sillón blanco demanda mucho cuidado.","opaq","sillón",33,1262,1
"1090","B","4","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,7201,1
"1091","B","4","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",2,3410,1
"1092","B","4","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",3,2854,1
"1093","B","4","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",4,3277,1
"1094","B","4","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",5,3339,1
"1095","B","4","C1","Anuncia que el palo roto crea más basura.","transp","palo",6,2533,1
"1096","B","4","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",7,2737,1
"1097","B","4","C2","Cree que su cena mala decepciona al padre.","transp","cena",8,2468,1
"1098","B","4","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",9,2715,1
"1099","B","4","C2","Indica que su revista cómica divierte a todos.","transp","revista",10,2371,1
"1100","B","4","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",11,2687,1
"1101","B","4","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",12,2871,1
"1102","B","4","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",13,2528,1
"1103","B","4","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",14,1846,1
"1104","B","4","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",15,1455,1
"1105","B","4","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",16,2134,1
"1106","B","4","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",17,2227,1
"1107","B","4","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",18,1337,1
"1108","B","4","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",19,1391,1
"1109","B","4","C2","Opina que su novela trágica divide al pueblo.","transp","novela",20,2047,1
"1110","B","4","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",21,1429,1
"1111","B","4","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",22,2545,1
"1112","B","4","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",23,1645,1
"1113","B","4","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",24,1497,1
"1114","B","4","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",25,1762,1
"1115","B","4","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",26,1868,1
"1116","B","4","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",27,1564,1
"1117","B","4","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",28,1971,1
"1118","B","4","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",29,1654,1
"1119","B","4","C2","Comenta que su silla rosada mejora la sala.","transp","silla",30,1649,1
"1120","B","4","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",31,2013,1
"1121","B","4","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",32,1773,1
"1122","B","4","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",33,1935,1
"1123","B","40","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4704,1
"1124","B","40","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",2,482,0
"1125","B","40","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",3,1389,0
"1126","B","40","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",4,1305,1
"1127","B","40","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",5,1221,1
"1128","B","40","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",6,1574,1
"1129","B","40","C2","Indica que su revista cómica divierte a todos.","transp","revista",7,1363,1
"1130","B","40","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",8,2408,1
"1131","B","40","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",9,1300,0
"1132","B","40","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",10,1461,1
"1133","B","40","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",11,1295,1
"1134","B","40","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",12,1938,1
"1135","B","40","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",13,1598,1
"1136","B","40","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",14,1367,1
"1137","B","40","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",15,2445,1
"1138","B","40","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",16,1266,1
"1139","B","40","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",17,1633,1
"1140","B","40","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",18,1362,1
"1141","B","40","C2","Opina que su novela trágica divide al pueblo.","transp","novela",19,1483,1
"1142","B","40","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",20,1223,1
"1143","B","40","C2","Comenta que su silla rosada mejora la sala.","transp","silla",21,1400,1
"1144","B","40","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",22,1623,1
"1145","B","40","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",23,1367,1
"1146","B","40","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",24,1250,1
"1147","B","40","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",25,1210,1
"1148","B","40","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",26,1401,1
"1149","B","40","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",27,1622,1
"1150","B","40","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",28,1486,1
"1151","B","40","C2","Cree que su cena mala decepciona al padre.","transp","cena",29,1255,1
"1152","B","40","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",30,1172,1
"1153","B","40","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",31,1550,1
"1154","B","40","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",32,1626,1
"1155","B","40","C1","Anuncia que el palo roto crea más basura.","transp","palo",33,1104,1
"1156","B","41","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4726,1
"1157","B","41","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",2,1361,1
"1158","B","41","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",3,1986,1
"1159","B","41","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",4,1535,1
"1160","B","41","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",5,1632,1
"1161","B","41","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",6,1647,1
"1162","B","41","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",7,1708,1
"1163","B","41","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",8,1519,1
"1164","B","41","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",9,1429,1
"1165","B","41","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",10,1564,1
"1166","B","41","C1","Indica que la revista cómica divierte a todos.","transp","revista",11,1496,1
"1167","B","41","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",12,1639,1
"1168","B","41","C1","Opina que la novela trágica divide al pueblo.","transp","novela",13,1485,1
"1169","B","41","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",14,1393,1
"1170","B","41","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",15,1246,1
"1171","B","41","C1","Cree que la cena mala decepciona al padre.","transp","cena",16,1253,1
"1172","B","41","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",17,1960,1
"1173","B","41","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",18,1673,1
"1174","B","41","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",19,1576,1
"1175","B","41","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",20,1528,1
"1176","B","41","C1","Aclara que la escuela pública trae problemas.","transp","escuela",21,1365,1
"1177","B","41","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",22,1389,0
"1178","B","41","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",23,1665,1
"1179","B","41","C1","Comenta que la silla rosada mejora la sala.","transp","silla",24,1461,1
"1180","B","41","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",25,1718,1
"1181","B","41","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",26,1783,1
"1182","B","41","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",27,1683,1
"1183","B","41","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",28,1601,1
"1184","B","41","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",29,1653,1
"1185","B","41","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",30,1643,1
"1186","B","41","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",31,1380,1
"1187","B","41","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",32,1370,1
"1188","B","41","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",33,1566,1
"1189","B","44","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5002,1
"1190","B","44","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",2,1252,1
"1191","B","44","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",3,1692,1
"1192","B","44","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",4,1582,1
"1193","B","44","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",5,1619,1
"1194","B","44","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",6,1452,1
"1195","B","44","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",7,1575,1
"1196","B","44","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",8,1466,1
"1197","B","44","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",9,1464,1
"1198","B","44","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",10,1843,1
"1199","B","44","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",11,1255,1
"1200","B","44","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",12,1469,1
"1201","B","44","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",13,1794,1
"1202","B","44","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",14,2356,1
"1203","B","44","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",15,1863,1
"1204","B","44","C2","Indica que su revista cómica divierte a todos.","transp","revista",16,1581,1
"1205","B","44","C2","Opina que su novela trágica divide al pueblo.","transp","novela",17,1641,1
"1206","B","44","C1","Anuncia que el palo roto crea más basura.","transp","palo",18,1390,1
"1207","B","44","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",19,1703,1
"1208","B","44","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",20,1509,1
"1209","B","44","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",21,1748,1
"1210","B","44","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",22,1541,1
"1211","B","44","C2","Cree que su cena mala decepciona al padre.","transp","cena",23,1250,1
"1212","B","44","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",24,1209,1
"1213","B","44","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",25,1725,1
"1214","B","44","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",26,1487,1
"1215","B","44","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",27,1273,1
"1216","B","44","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",28,1430,1
"1217","B","44","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",29,1432,1
"1218","B","44","C2","Comenta que su silla rosada mejora la sala.","transp","silla",30,1334,1
"1219","B","44","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",31,1377,1
"1220","B","44","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",32,1523,1
"1221","B","44","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",33,1627,1
"1222","B","47","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5532,1
"1223","B","47","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",2,1727,1
"1224","B","47","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",3,3179,1
"1225","B","47","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",4,2170,1
"1226","B","47","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",5,1946,1
"1227","B","47","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",6,3039,1
"1228","B","47","C2","Anuncia que su palo roto crea más basura.","transp","palo",7,2589,1
"1229","B","47","C3","Cree que la acción mala decepciona al padre.","opaq","acción",8,2749,1
"1230","B","47","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",9,1777,1
